CustomerID,CustomerName,Postcode,JoinDate,LastVisitDate,TotalVisits,AvgBasketValue,TotalSpend,CategoryCount,TopCategory,SecondCategory,ThirdCategory,DaysSinceLastVisit,RetentionScore,Segment,OnlineOrders,InStoreVisits,PromotionRedemptions,LoyaltyPoints,PrevMonthSpend,SpendChange,NationalAvgBasket,NationalAvgVisits
CUST-04243,Alice Sullivan,2230,2024-12-05,2026-02-02,7,24.27,169.89,4,Weight Management,Eye Care,Digestive Health,27,30,Occasional Visitors,0,7,1,244,60.56,-9.3,43.35,31
CUST-04244,Lucas Lee,2025,2024-12-27,2026-01-10,10,16.92,169.20,3,Allergy & Sinus,Weight Management,Beauty & Skincare,50,27,Occasional Visitors,3,7,4,215,37.89,-26.3,46.46,25
CUST-04245,Aria Green,2224,2025-11-22,2026-02-09,36,58.84,2118.24,8,Personal Care,First Aid,Beauty & Skincare,20,60,Regular Shoppers,0,36,0,2219,59.02,28.8,36.92,23
CUST-04246,Andrea Jones,2100,2024-04-07,2026-02-08,46,60.34,2775.64,8,Sun Care,First Aid,Weight Management,21,58,Regular Shoppers,0,46,6,2622,301.03,-19.3,42.93,29
CUST-04247,Hannah Scott,2190,2025-02-23,2025-12-12,43,37.99,1633.57,2,Digestive Health,Eye Care,,79,10,At-Risk,1,42,3,2215,180.75,-0.0,44.59,21
CUST-04248,Sarah Perez,2224,2025-04-18,2026-01-01,9,24.54,220.86,1,Beauty & Skincare,,,59,43,Occasional Visitors,5,4,6,318,89.63,27.8,40.20,35
CUST-04249,Jack Murray,2042,2024-11-09,2026-01-23,4,43.75,175.00,2,First Aid,Fragrance,,37,27,Occasional Visitors,2,2,1,218,213.17,-13.5,39.56,20
CUST-04250,Victoria Patel,2090,2025-01-09,2026-01-12,6,33.38,200.28,1,Allergy & Sinus,,,48,41,Occasional Visitors,0,6,0,210,105.30,8.8,33.45,34
CUST-04251,Benjamin O'Neill,2042,2026-01-03,2026-02-15,7,23.92,167.44,1,Oral Care,,,14,58,New Customers,0,7,4,226,57.12,25.8,45.41,35
CUST-04252,Melody Gallagher,2025,2025-06-08,2025-11-10,14,67.78,948.92,5,Weight Management,Prescription,Beauty & Skincare,111,6,At-Risk,0,14,0,1388,198.72,-28.5,32.99,24
CUST-04253,Adeline Scott,2010,2024-12-13,2025-12-25,23,66.27,1524.21,6,Sun Care,OTC Medicines,First Aid,66,21,At-Risk,2,21,1,1875,271.25,-3.5,35.20,22
CUST-04254,Reagan King,2130,2024-11-18,2026-02-08,34,31.41,1067.94,4,Beauty & Skincare,Digestive Health,Fragrance,21,73,Regular Shoppers,5,29,14,1334,149.99,-9.0,39.75,21
CUST-04255,Ruby Martinez,2216,2024-11-28,2025-09-10,43,31.78,1366.54,6,Personal Care,Beauty & Skincare,Sun Care,172,18,At-Risk,4,39,14,1547,41.67,0.7,39.54,27
CUST-04256,Reagan Lewis,2120,2025-01-23,2026-02-10,36,31.26,1125.36,4,Eye Care,Sun Care,Prescription,19,68,Regular Shoppers,4,32,10,1553,96.97,-8.5,40.60,28
CUST-04257,Eva Nguyen,2050,2026-01-31,2026-02-13,2,43.04,86.08,1,Sun Care,,,16,53,New Customers,1,1,1,83,135.28,-0.2,37.60,27
CUST-04258,Chloe Walsh,2090,2025-08-09,2026-02-23,32,71.92,2301.44,5,Oral Care,Baby & Child,Fragrance,6,72,Regular Shoppers,2,30,9,3276,102.12,19.2,40.56,32
CUST-04259,Julia Flores,2080,2026-01-20,2026-02-23,3,38.84,116.52,2,Personal Care,Weight Management,,6,44,New Customers,3,0,1,169,96.63,-18.6,35.57,28
CUST-04260,Quinn O'Neill,2120,2025-04-09,2026-01-09,15,45.13,676.95,2,Prescription,Allergy & Sinus,,51,29,Occasional Visitors,5,10,4,746,224.90,-5.1,44.17,31
CUST-04261,Piper Davis,2050,2024-11-09,2026-02-05,22,45.91,1010.02,2,Beauty & Skincare,Sun Care,,24,34,Occasional Visitors,4,18,7,848,162.18,-9.0,45.48,18
CUST-04262,Lucas Li,2220,2024-09-07,2026-01-15,18,48.13,866.34,2,Baby & Child,Sun Care,,45,46,Occasional Visitors,0,18,1,984,72.88,-13.4,34.50,23
CUST-04263,Brianna Sullivan,2205,2024-06-13,2026-02-23,38,63.79,2424.02,6,Baby & Child,Prescription,Digestive Health,6,72,Regular Shoppers,5,33,1,3087,117.37,-12.5,46.50,30
CUST-04264,Oliver Murphy,2070,2023-12-04,2025-12-06,22,53.53,1177.66,2,Eye Care,Prescription,,85,13,At-Risk,5,17,15,1440,202.53,22.1,41.51,31
CUST-04265,Jasmine Singh,2075,2024-04-15,2026-02-20,55,89.51,4923.05,7,Digestive Health,Eye Care,Weight Management,9,76,Power Shoppers,18,37,2,7310,350.50,13.2,34.84,30
CUST-04266,Adeline Rodriguez,2085,2025-04-05,2026-02-10,47,71.05,3339.35,6,Oral Care,Allergy & Sinus,Personal Care,19,76,Regular Shoppers,1,46,3,4756,195.74,-25.3,44.16,28
CUST-04267,Ariana Scott,2130,2025-03-16,2026-02-09,29,41.27,1196.83,5,Vitamins & Supplements,Prescription,Health Devices,20,56,Regular Shoppers,1,28,4,1049,88.82,-21.9,33.20,20
CUST-04268,Alice Hayes,2153,2024-09-24,2026-02-08,48,35.58,1707.84,8,Digestive Health,Baby & Child,OTC Medicines,21,71,Regular Shoppers,4,44,12,2528,121.76,-17.5,34.63,21
CUST-04269,Lucy Clark,2234,2024-04-24,2025-10-15,50,33.98,1699.00,6,Digestive Health,Weight Management,OTC Medicines,137,18,At-Risk,3,47,15,2451,96.68,-29.2,40.53,28
CUST-04270,Aria Patel,2224,2024-06-14,2025-11-01,37,72.07,2666.59,5,Allergy & Sinus,Beauty & Skincare,OTC Medicines,120,26,At-Risk,5,32,9,3775,263.16,-17.5,40.69,34
CUST-04271,David Murphy,2065,2025-06-14,2026-01-03,14,30.38,425.32,4,Oral Care,Allergy & Sinus,Baby & Child,57,44,Occasional Visitors,0,14,1,457,73.37,23.3,34.59,32
CUST-04272,Samuel Wilson,2210,2024-03-04,2026-02-25,24,60.15,1443.60,4,First Aid,Fragrance,Digestive Health,4,51,Regular Shoppers,3,21,3,2154,231.15,-1.9,32.13,26
CUST-04273,Josephine Harris,2145,2025-05-03,2026-02-05,16,27.15,434.40,4,Digestive Health,OTC Medicines,Vitamins & Supplements,24,29,Occasional Visitors,2,14,7,410,71.05,23.8,39.79,28
CUST-04274,Lucy Dunne,2095,2024-12-11,2026-02-19,53,70.75,3749.75,3,Digestive Health,Weight Management,Sun Care,10,55,Regular Shoppers,2,51,10,5021,177.52,14.8,43.00,31
CUST-04275,Savannah Scott,2110,2025-01-04,2026-02-14,43,66.87,2875.41,5,Beauty & Skincare,Sun Care,Digestive Health,15,64,Regular Shoppers,5,38,14,3277,134.28,12.2,41.57,24
CUST-04276,Margaret Hill,2040,2025-05-05,2026-02-20,54,53.10,2867.40,4,Baby & Child,Vitamins & Supplements,Beauty & Skincare,9,74,Regular Shoppers,2,52,3,3313,216.65,-27.0,38.48,35
CUST-04277,Sadie Hayes,2216,2025-08-27,2026-01-26,5,38.29,191.45,4,Oral Care,Beauty & Skincare,Allergy & Sinus,34,43,Occasional Visitors,3,2,2,165,115.67,-26.9,37.52,32
CUST-04278,Sarah Hayes,2030,2025-04-09,2026-02-02,5,16.54,82.70,2,Eye Care,Vitamins & Supplements,,27,49,Occasional Visitors,3,2,5,120,45.79,2.3,33.02,20
CUST-04279,Caroline Ryan,2195,2023-11-14,2025-12-05,41,70.63,2895.83,3,Allergy & Sinus,First Aid,Health Devices,86,19,At-Risk,1,40,6,2867,299.56,-13.0,46.89,20
CUST-04280,Paisley Fitzgerald,2210,2025-01-11,2026-02-19,30,36.23,1086.90,8,Sun Care,Fragrance,OTC Medicines,10,56,Regular Shoppers,2,28,9,1556,39.49,12.0,43.07,30
CUST-04281,Emma Perez,2150,2024-02-18,2025-10-02,47,68.88,3237.36,3,OTC Medicines,Beauty & Skincare,Sun Care,150,10,At-Risk,4,43,7,4533,202.16,-29.6,36.60,28
CUST-04282,Nora Nolan,2195,2025-07-05,2026-02-15,25,34.48,862.00,6,Eye Care,Sun Care,First Aid,14,61,Regular Shoppers,4,21,8,1257,67.77,-24.9,36.39,21
CUST-04283,Nora O'Neill,2080,2025-05-24,2026-02-18,27,69.41,1874.07,8,OTC Medicines,Baby & Child,Beauty & Skincare,11,59,Regular Shoppers,5,22,3,2090,172.81,-27.1,41.02,19
CUST-04284,Serenity Roberts,2176,2025-04-30,2026-02-23,25,63.63,1590.75,6,Health Devices,Eye Care,Prescription,6,63,Regular Shoppers,1,24,13,2092,279.55,9.4,32.09,27
CUST-04285,Matthew Robinson,2234,2023-11-15,2026-02-27,69,57.27,3951.63,8,Sun Care,Vitamins & Supplements,Fragrance,2,85,Power Shoppers,17,52,15,4955,199.44,3.0,42.99,25
CUST-04286,Evelyn Rodriguez,2112,2025-10-03,2026-02-22,25,43.26,1081.50,5,Fragrance,Digestive Health,Allergy & Sinus,7,56,Regular Shoppers,4,21,15,1444,192.28,-10.4,38.02,27
CUST-04287,Paisley Murray,2153,2024-08-23,2026-02-26,43,71.71,3083.53,3,Beauty & Skincare,Sun Care,Health Devices,3,64,Regular Shoppers,4,39,4,4403,185.45,-11.8,39.26,18
CUST-04288,Liam Kumar,2075,2025-11-29,2026-02-12,16,48.23,771.68,1,Fragrance,,,17,46,Occasional Visitors,4,12,0,693,204.01,4.7,37.46,20
CUST-04289,Liam Long,2042,2025-05-01,2025-10-11,44,56.69,2494.36,4,Oral Care,First Aid,Digestive Health,141,16,At-Risk,2,42,3,2778,66.82,-7.1,38.13,29
CUST-04290,Savannah Nolan,2170,2025-01-31,2026-01-20,6,18.23,109.38,3,Digestive Health,Personal Care,Baby & Child,40,44,Occasional Visitors,1,5,3,109,69.61,22.3,45.06,18
CUST-04291,Natalie Park,2230,2025-03-12,2026-01-16,11,33.06,363.66,1,Weight Management,,,44,39,Occasional Visitors,0,11,6,434,63.55,4.0,35.82,20
CUST-04292,Willow Lewis,2042,2026-01-08,2026-02-23,8,34.64,277.12,3,Fragrance,Personal Care,Allergy & Sinus,6,44,New Customers,1,7,7,300,63.16,18.6,36.43,19
CUST-04293,Andrea Power,2170,2025-09-10,2026-01-10,31,57.48,1781.88,2,Sun Care,Vitamins & Supplements,,50,7,At-Risk,0,31,9,2477,237.92,-19.6,45.80,19
CUST-04294,Autumn Nelson,2050,2025-02-03,2025-11-13,38,49.70,1888.60,6,Digestive Health,Prescription,OTC Medicines,108,8,At-Risk,2,36,12,1928,131.75,-8.6,45.79,26
CUST-04295,Isla Walsh,2112,2024-08-18,2026-02-03,12,32.61,391.32,2,Personal Care,Allergy & Sinus,,26,41,Occasional Visitors,0,12,2,558,55.49,-15.8,35.19,25
CUST-04296,Ruby Murphy,2190,2024-08-07,2026-01-10,9,16.65,149.85,4,OTC Medicines,Fragrance,Weight Management,50,55,Occasional Visitors,5,4,2,144,67.85,-5.4,47.68,23
CUST-04297,Aurora Kumar,2228,2024-05-01,2026-02-22,35,31.23,1093.05,8,Weight Management,First Aid,Sun Care,7,66,Regular Shoppers,0,35,9,1449,84.34,9.9,39.44,35
CUST-04298,Hailey Wang,2145,2026-01-27,2026-02-10,5,62.65,313.25,1,Beauty & Skincare,,,19,41,New Customers,1,4,2,364,262.50,-1.2,33.31,34
CUST-04299,Maya Davis,2228,2024-01-29,2025-12-10,45,47.27,2127.15,2,Personal Care,Fragrance,,81,6,At-Risk,2,43,4,1833,199.63,28.7,37.80,22
CUST-04300,Lillian Williams,2125,2024-08-22,2025-09-06,48,42.32,2031.36,2,Baby & Child,Health Devices,,176,28,At-Risk,5,43,1,2689,124.15,-27.5,36.22,22
CUST-04301,William Wang,2110,2025-09-15,2026-01-01,5,21.61,108.05,1,Vitamins & Supplements,,,59,36,Occasional Visitors,0,5,2,140,86.45,-24.1,46.52,26
CUST-04302,Alyssa Patel,2145,2023-12-01,2026-02-21,69,114.25,7883.25,7,Sun Care,Personal Care,OTC Medicines,8,89,Power Shoppers,15,54,3,11278,324.01,13.1,33.34,33
CUST-04303,Eleanor Johnson,2228,2023-12-14,2026-02-25,110,70.75,7782.50,7,OTC Medicines,Eye Care,Prescription,4,83,Power Shoppers,18,92,10,8501,115.47,3.7,46.57,30
CUST-04304,Josephine Regan,2075,2024-11-07,2025-12-30,25,33.07,826.75,4,Fragrance,Prescription,Vitamins & Supplements,61,26,At-Risk,4,21,14,1044,46.65,-0.2,33.31,28
CUST-04305,James Quinn,2145,2025-05-14,2026-02-11,12,15.19,182.28,2,Weight Management,Vitamins & Supplements,,18,30,Occasional Visitors,1,11,10,177,24.18,-11.7,41.51,34
CUST-04306,Sarah Green,2160,2025-07-16,2026-01-08,8,27.01,216.08,2,First Aid,Weight Management,,52,38,Occasional Visitors,1,7,3,286,130.09,-22.9,35.97,26
CUST-04307,Samantha Wilson,2234,2025-07-08,2026-02-10,53,50.55,2679.15,8,Personal Care,Weight Management,Health Devices,19,58,Regular Shoppers,0,53,9,3935,185.42,4.2,40.52,21
CUST-04308,Naomi Davis,2205,2024-10-11,2026-02-09,49,42.13,2064.37,8,Digestive Health,Health Devices,Prescription,20,71,Regular Shoppers,5,44,12,2999,179.12,25.7,36.83,22
CUST-04309,Claire Carroll,2130,2024-06-25,2026-02-25,20,70.74,1414.80,6,Sun Care,First Aid,Baby & Child,4,54,Regular Shoppers,1,19,7,1870,110.10,16.8,40.08,21
CUST-04310,Emily Jackson,2195,2025-04-29,2025-11-10,47,75.92,3568.24,5,Vitamins & Supplements,Prescription,Personal Care,111,8,At-Risk,4,43,7,4039,263.78,4.7,32.74,26
CUST-04311,Evelyn O'Neill,2070,2025-01-30,2026-01-02,17,24.09,409.53,1,Digestive Health,,,58,28,Occasional Visitors,1,16,14,560,43.81,-15.1,47.60,24
CUST-04312,Caroline Zhang,2120,2025-12-21,2026-02-20,6,66.06,396.36,4,Oral Care,Beauty & Skincare,Eye Care,9,41,New Customers,2,4,2,555,150.36,-1.4,36.56,25
CUST-04313,Anna Kelly,2080,2025-11-16,2026-02-21,42,40.83,1714.86,7,Beauty & Skincare,Allergy & Sinus,Health Devices,8,64,Regular Shoppers,2,40,3,2016,41.60,8.6,37.89,27
CUST-04314,Violet Fitzgerald,2020,2025-11-29,2026-01-02,20,40.11,802.20,3,Digestive Health,Fragrance,Health Devices,58,26,Occasional Visitors,4,16,3,988,179.13,-10.7,45.68,25
CUST-04315,Vivian Wilson,2200,2025-10-20,2026-02-14,22,32.84,722.48,2,First Aid,Sun Care,,15,33,Occasional Visitors,3,19,12,998,60.88,14.6,46.15,35
CUST-04316,Sadie Zhang,2224,2025-11-05,2026-02-11,36,53.66,1931.76,6,Beauty & Skincare,Weight Management,Sun Care,18,61,Regular Shoppers,3,33,6,2497,222.98,-23.3,43.46,23
CUST-04317,Julia Harris,2077,2026-02-23,2026-02-16,4,58.22,232.88,4,Vitamins & Supplements,Sun Care,Prescription,13,60,New Customers,2,2,3,255,263.92,-19.2,36.65,27
CUST-04318,Madelyn Lewis,2070,2024-11-13,2026-01-07,21,46.63,979.23,3,Health Devices,Vitamins & Supplements,Beauty & Skincare,53,51,Occasional Visitors,4,17,0,1025,220.26,27.5,43.52,22
CUST-04319,Stella Murphy,2077,2025-05-02,2026-02-22,54,63.93,3452.22,5,Personal Care,Baby & Child,Beauty & Skincare,7,68,Regular Shoppers,4,50,6,3948,169.03,-7.7,43.70,35
CUST-04320,James Wilson,2077,2024-11-12,2026-01-19,15,48.59,728.85,3,Allergy & Sinus,Digestive Health,Baby & Child,41,41,Occasional Visitors,5,10,3,1047,199.55,23.0,47.70,23
CUST-04321,Trinity Adams,2075,2024-09-07,2026-02-18,52,44.70,2324.40,7,Digestive Health,Vitamins & Supplements,Sun Care,11,57,Regular Shoppers,2,50,3,2395,83.44,22.5,42.80,29
CUST-04322,Aurora Adams,2155,2024-09-16,2025-09-14,37,75.68,2800.16,4,Vitamins & Supplements,Personal Care,Digestive Health,168,17,At-Risk,0,37,15,3650,174.05,6.3,42.25,27
CUST-04323,Samuel Gonzalez,2100,2025-01-14,2026-01-12,21,40.69,854.49,3,Fragrance,Sun Care,First Aid,48,52,Occasional Visitors,4,17,0,1068,133.09,29.4,41.50,20
CUST-04324,Zoe Daly,2232,2024-04-09,2026-02-14,29,35.54,1030.66,5,Prescription,Personal Care,Vitamins & Supplements,15,53,Regular Shoppers,2,27,0,1281,69.62,3.4,46.33,31
CUST-04325,Naomi Power,2170,2024-03-24,2026-02-28,51,100.41,5120.91,11,Sun Care,OTC Medicines,Beauty & Skincare,1,88,Power Shoppers,3,48,9,5745,140.41,4.4,42.50,25
CUST-04326,Ariana Davis,2060,2024-09-17,2026-02-13,25,37.94,948.50,7,Sun Care,Fragrance,Allergy & Sinus,16,69,Regular Shoppers,0,25,9,1346,78.54,28.0,33.52,33
CUST-04327,Vivian Smith,2140,2024-11-17,2026-01-02,20,26.93,538.60,4,Personal Care,Sun Care,Baby & Child,58,27,Occasional Visitors,2,18,13,733,55.76,-13.7,34.12,29
CUST-04328,Rose Flores,2090,2024-02-10,2026-02-25,87,133.87,11646.69,10,Beauty & Skincare,Weight Management,Vitamins & Supplements,4,92,Power Shoppers,11,76,8,10607,182.40,19.6,41.29,26
CUST-04329,Allison Carroll,2232,2025-07-24,2025-12-01,12,77.64,931.68,2,First Aid,Allergy & Sinus,,90,27,At-Risk,4,8,7,1316,205.52,1.9,39.53,29
CUST-04330,Bella Daly,2110,2025-11-24,2026-01-02,18,45.98,827.64,2,Weight Management,Digestive Health,,58,39,Occasional Visitors,4,14,7,1006,178.35,6.7,47.34,33
CUST-04331,Sophia Hall,2077,2024-08-23,2026-02-11,5,36.20,181.00,2,Sun Care,Personal Care,,18,55,Occasional Visitors,0,5,2,153,127.68,-6.1,33.42,25
CUST-04332,Valentina Hernandez,2145,2025-08-16,2026-02-08,42,61.38,2577.96,7,Allergy & Sinus,Digestive Health,First Aid,21,56,Regular Shoppers,0,42,12,2969,231.07,10.3,41.96,18
CUST-04333,Scarlett Wright,2110,2025-07-17,2026-02-24,55,65.74,3615.70,7,Sun Care,Weight Management,Eye Care,5,55,Regular Shoppers,0,55,2,4685,65.87,26.8,44.34,20
CUST-04334,Sydney Dunne,2080,2026-01-10,2026-02-22,2,24.68,49.36,1,Fragrance,,,7,54,New Customers,1,1,1,67,54.41,23.2,34.87,28
CUST-04335,Elijah Hernandez,2195,2025-12-17,2026-02-10,7,20.85,145.95,1,Fragrance,,,19,68,New Customers,2,5,4,194,86.67,9.7,45.32,29
CUST-04336,Evelyn Lewis,2085,2025-01-17,2025-10-22,42,77.19,3241.98,3,Vitamins & Supplements,Baby & Child,Fragrance,130,22,At-Risk,1,41,2,4711,245.81,-14.8,44.76,26
CUST-04337,Brooklyn Flores,2110,2024-06-14,2026-02-24,35,53.11,1858.85,7,Allergy & Sinus,Health Devices,Fragrance,5,55,Regular Shoppers,4,31,11,2017,139.76,-22.7,38.39,28
CUST-04338,Aria Campbell,2130,2024-11-16,2026-01-24,18,43.38,780.84,4,Eye Care,Prescription,Personal Care,36,39,Occasional Visitors,4,14,0,1037,135.32,-4.7,47.48,32
CUST-04339,Rose Kavanagh,2160,2025-01-12,2026-02-14,28,58.00,1624.00,4,Weight Management,Prescription,Personal Care,15,70,Regular Shoppers,2,26,13,2237,222.16,-26.4,45.29,28
CUST-04340,Charlotte Liu,2224,2024-12-23,2026-02-08,53,45.15,2392.95,6,Weight Management,Fragrance,Eye Care,21,70,Regular Shoppers,0,53,8,2312,113.03,25.5,39.23,23
CUST-04341,Willow King,2230,2025-10-11,2026-01-18,7,45.01,315.07,3,First Aid,Sun Care,OTC Medicines,42,41,Occasional Visitors,1,6,2,309,201.07,23.3,40.15,21
CUST-04342,Aurora Nguyen,2100,2023-11-05,2025-11-25,45,56.04,2521.80,2,Digestive Health,Weight Management,,96,8,At-Risk,2,43,5,2772,155.49,10.3,47.56,33
CUST-04343,David Harris,2224,2026-02-02,2026-02-01,8,61.59,492.72,1,Baby & Child,,,28,44,New Customers,5,3,0,465,143.90,26.1,35.33,32
CUST-04344,Elena Thompson,2234,2025-12-01,2026-01-19,12,29.24,350.88,2,Allergy & Sinus,Fragrance,,41,37,Occasional Visitors,1,11,9,516,34.14,-11.5,32.26,29
CUST-04345,Trinity Ramirez,2040,2025-05-14,2026-02-08,54,55.87,3016.98,4,Eye Care,Personal Care,First Aid,21,77,Regular Shoppers,3,51,13,3009,101.48,27.3,45.15,27
CUST-04346,Sofia Hughes,2120,2026-01-17,2026-02-15,6,30.22,181.32,3,Beauty & Skincare,Sun Care,Oral Care,14,47,New Customers,5,1,1,237,94.52,-30.0,34.23,30
CUST-04347,Madison Dunne,2114,2025-06-06,2026-02-26,94,87.57,8231.58,10,Oral Care,Digestive Health,Sun Care,3,96,Power Shoppers,18,76,6,8400,89.41,29.2,37.80,28
CUST-04348,Chloe Torres,2145,2025-06-28,2026-02-16,36,34.12,1228.32,5,Digestive Health,Prescription,First Aid,13,73,Regular Shoppers,4,32,3,1509,148.39,6.4,35.11,32
CUST-04349,Maria Lopez,2112,2025-05-22,2025-11-29,22,49.61,1091.42,5,Weight Management,Sun Care,Oral Care,92,6,At-Risk,5,17,6,1378,172.58,12.5,43.52,27
CUST-04350,Katherine Sanchez,2216,2024-11-09,2026-02-19,88,61.12,5378.56,9,Vitamins & Supplements,Weight Management,Personal Care,10,86,Power Shoppers,10,78,14,4388,122.07,2.8,34.89,31
CUST-04351,Madison McCarthy,2234,2023-12-24,2026-02-21,64,97.61,6247.04,7,Beauty & Skincare,Prescription,Digestive Health,8,89,Power Shoppers,13,51,6,5010,338.08,-25.5,40.02,24
CUST-04352,Andrea Harris,2042,2025-11-19,2026-02-15,10,38.89,388.90,3,Allergy & Sinus,Beauty & Skincare,First Aid,14,37,Occasional Visitors,5,5,8,454,164.03,24.8,44.66,27
CUST-04353,Lucy Li,2095,2025-04-09,2026-02-15,19,29.96,569.24,2,Prescription,Weight Management,,14,54,Occasional Visitors,1,18,15,816,90.19,21.3,47.95,34
CUST-04354,Brianna Kennedy,2065,2026-01-08,2026-02-02,5,34.41,172.05,2,Oral Care,Fragrance,,27,62,New Customers,3,2,0,151,43.27,-7.0,32.26,25
CUST-04355,Ivy Martin,2065,2025-10-21,2026-02-25,30,35.27,1058.10,7,Fragrance,OTC Medicines,Health Devices,4,78,Regular Shoppers,0,30,2,847,135.05,-14.0,32.39,34
CUST-04356,Sadie Miller,2230,2024-06-27,2025-10-27,11,68.19,750.09,3,Eye Care,Beauty & Skincare,Digestive Health,125,28,At-Risk,2,9,10,643,149.95,6.9,46.73,24
CUST-04357,Sophia Park,2153,2024-07-19,2026-02-19,98,117.19,11484.62,6,Allergy & Sinus,Fragrance,Sun Care,10,80,Power Shoppers,8,90,2,12427,142.33,-27.3,46.90,19
CUST-04358,Evelyn Wright,2040,2025-08-30,2026-02-20,50,74.35,3717.50,6,Digestive Health,Oral Care,First Aid,9,56,Regular Shoppers,2,48,8,5149,160.99,-16.1,32.12,28
CUST-04359,Zoe Hughes,2155,2024-07-16,2026-01-13,21,53.47,1122.87,2,Prescription,Oral Care,,47,21,At-Risk,3,18,7,1103,131.86,-18.3,35.20,31
CUST-04360,Camila Dunne,2230,2026-01-07,2026-02-27,3,40.73,122.19,2,Eye Care,OTC Medicines,,2,58,New Customers,3,0,1,160,143.68,-1.7,44.05,25
CUST-04361,Paisley Liu,2160,2024-08-16,2026-01-10,21,45.44,954.24,4,Weight Management,Prescription,Personal Care,50,48,Occasional Visitors,1,20,3,1303,222.00,-10.7,34.49,30
CUST-04362,Sarah Wilson,2100,2026-02-16,2026-02-20,1,43.36,43.36,1,Personal Care,,,9,59,New Customers,2,-1,0,36,151.43,4.0,35.79,30
CUST-04363,Autumn O'Connor,2160,2024-02-15,2026-02-24,104,74.07,7703.28,8,Oral Care,Beauty & Skincare,Health Devices,5,90,Power Shoppers,3,101,14,7581,325.80,-6.3,39.61,20
CUST-04364,Kaylee Young,2234,2025-07-20,2026-01-08,7,35.39,247.73,3,Baby & Child,First Aid,Fragrance,52,36,Occasional Visitors,4,3,5,232,91.43,-5.2,34.77,29
CUST-04365,Alyssa Rivera,2150,2024-07-13,2026-02-08,50,41.38,2069.00,5,Allergy & Sinus,Personal Care,Sun Care,21,55,Regular Shoppers,5,45,3,2816,178.46,-6.8,44.56,30
CUST-04366,Riley Smith,2090,2025-12-15,2026-02-14,1,22.23,22.23,1,Baby & Child,,,15,58,New Customers,2,-1,1,32,85.01,-4.7,36.40,26
CUST-04367,Samuel Nelson,2228,2024-09-17,2026-01-09,11,32.88,361.68,1,Personal Care,,,51,33,Occasional Visitors,0,11,9,507,62.10,-12.3,40.07,29
CUST-04368,Elizabeth Mitchell,2170,2025-10-04,2026-02-16,49,67.23,3294.27,5,Beauty & Skincare,Vitamins & Supplements,Sun Care,13,58,Regular Shoppers,1,48,6,4922,167.41,11.2,42.48,19
CUST-04369,Andrew O'Neill,2155,2024-05-15,2025-10-07,29,57.53,1668.37,2,Weight Management,Baby & Child,,145,16,At-Risk,3,26,8,1738,177.00,28.3,42.31,24
CUST-04370,Violet Adams,2200,2023-09-15,2026-02-19,111,88.13,9782.43,6,Oral Care,OTC Medicines,Fragrance,10,77,Power Shoppers,6,105,6,8848,111.90,9.5,46.95,20
CUST-04371,Josephine Nelson,2205,2025-06-21,2026-02-23,52,46.50,2418.00,4,Sun Care,Weight Management,Baby & Child,6,72,Regular Shoppers,1,51,5,2195,113.01,-0.8,46.70,24
CUST-04372,Harper Jackson,2060,2026-01-10,2026-02-01,1,24.44,24.44,2,Eye Care,Digestive Health,,28,45,New Customers,1,0,0,21,112.86,-25.2,42.15,27
CUST-04373,Olivia Jones,2200,2024-01-11,2026-02-21,87,134.51,11702.37,6,OTC Medicines,Fragrance,Allergy & Sinus,8,84,Power Shoppers,7,80,7,12733,409.04,20.7,33.91,19
CUST-04374,Evelyn Daly,2075,2025-12-25,2026-02-22,7,54.09,378.63,4,Personal Care,Baby & Child,First Aid,7,58,New Customers,1,6,6,516,236.42,-25.3,40.87,20
CUST-04375,Natalie Singh,2234,2025-09-23,2026-01-10,23,71.50,1644.50,2,Baby & Child,OTC Medicines,,50,9,At-Risk,5,18,2,1693,175.22,11.1,32.16,30
CUST-04376,William Clark,2190,2026-02-27,2026-02-03,1,52.63,52.63,2,Vitamins & Supplements,Prescription,,26,57,New Customers,4,-3,0,78,240.73,-0.4,43.75,28
CUST-04377,Sophia Allen,2216,2024-08-14,2026-02-14,42,47.84,2009.28,5,Personal Care,Sun Care,First Aid,15,57,Regular Shoppers,5,37,12,2609,197.20,10.4,35.71,25
CUST-04378,Katherine Moore,2020,2025-10-01,2026-02-21,49,50.81,2489.69,6,Digestive Health,Vitamins & Supplements,First Aid,8,55,Regular Shoppers,0,49,6,3472,93.69,15.9,33.48,30
CUST-04379,Delilah O'Brien,2120,2024-07-19,2026-02-19,93,137.80,12815.40,9,Allergy & Sinus,Beauty & Skincare,Eye Care,10,93,Power Shoppers,15,78,10,11705,426.90,-20.2,47.96,35
CUST-04380,Melody Perez,2155,2025-04-20,2026-02-12,40,40.52,1620.80,7,Personal Care,Vitamins & Supplements,Weight Management,17,54,Regular Shoppers,3,37,12,1306,111.15,1.5,32.74,28
CUST-04381,Lucas Martinez,2025,2025-12-10,2026-02-17,3,69.86,209.58,2,First Aid,Digestive Health,,12,69,New Customers,0,3,1,254,318.88,-14.6,43.68,19
CUST-04382,Ryan Adams,2040,2023-09-30,2025-09-08,44,57.69,2538.36,5,Prescription,Vitamins & Supplements,Baby & Child,174,20,At-Risk,5,39,8,2204,124.59,-27.1,38.70,30
